,Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales Price,Quantity,Discount,Profit,Order ID Year,Days to Ship,Customer Name Masked,Original Price,Total Revenue,Total Profit,Discount Price,Total Discount,Shipping Urgency,Days Last Order,Overall Revenue Generated,Overall Quantity Sold,Overall Discount Given,Ship Category,Discounted Price
2153,4336,CA-2015-154795,2015-12-20,2015-12-24,Standard Class,GZ-14470,Consumer,United States,Bullhead City,Arizona,86442,West,OFF-EN-10003068,Office Supplies,Envelopes,#6 3/4 Gummed Flap White Envelopes,7.92,1,0.2,2.772,2015,4,GZ,9.899999999999999,7.92,2.772,1.9799999999999998,1.9799999999999998,Standard,2762,8018.76,32,0.7,1-5 Days,7.919999999999999
2154,4338,CA-2015-125234,2015-11-27,2015-11-27,Standard Class,SN-20710,Home Office,United States,Los Angeles,California,90049,West,TEC-AC-10000158,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,107.97,3,0.0,22.6737,2015,0,SN,107.97,323.90999999999997,68.0211,0.0,0.0,Immediate,2775,10448.614,44,0.7,,107.97
2155,4340,CA-2017-133501,2017-08-27,2017-08-27,Standard Class,DK-12895,Consumer,United States,Franklin,Tennessee,37064,South,OFF-PA-10004888,Office Supplies,Paper,Xerox 217,5.184,1,0.2,1.8144,2017,0,DK,6.4799999999999995,5.184,1.8144,1.296,1.296,Immediate,2777,3625.458,16,0.6000000000000001,,5.183999999999999
2156,4341,US-2014-129609,2014-03-22,2014-03-22,Same Day,VM-21835,Consumer,United States,Portage,Indiana,46368,Central,OFF-AR-10003478,Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",16.28,2,0.0,6.512,2014,0,VM,16.28,32.56,13.024,0.0,0.0,Immediate,3020,1261.184,20,0.7,,16.28
2158,4343,CA-2017-105410,2017-03-19,2017-03-22,First Class,ND-18370,Consumer,United States,San Francisco,California,94110,West,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",19.824,6,0.2,6.6906,2017,3,ND,24.78,118.94400000000002,40.1436,4.956,29.736000000000004,Urgent,2825,6027.389,29,2.3,1-5 Days,19.824
2160,4349,CA-2017-169894,2017-11-24,2017-11-29,Second Class,MV-17485,Consumer,United States,Mesa,Arizona,85204,West,OFF-BI-10004230,Office Supplies,Binders,GBC Recycled Grain Textured Covers,20.724,2,0.7,-15.1976,2017,5,MV,69.07999999999998,41.448,-30.3952,48.35599999999999,96.71199999999997,Standard,2791,3114.706,26,1.5999999999999999,1-5 Days,20.723999999999997
2161,4351,US-2017-100482,2017-11-04,2017-11-04,Standard Class,JL-15130,Consumer,United States,Lancaster,Ohio,43130,East,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,16.768,2,0.2,1.4672,2017,0,JL,20.96,33.536,2.9344,4.192,8.384,Immediate,2763,5770.248,17,2.0,,16.768
2162,4353,CA-2017-107748,2017-10-12,2017-12-12,Second Class,AG-10330,Consumer,United States,Stockton,California,95207,West,TEC-PH-10003215,Technology,Phones,Jackery Bar Premium Fast-charging Portable Charger,95.84,4,0.2,34.742,2017,61,AG,119.8,383.36,138.968,23.96,95.84,Standard,2763,1236.728,23,1.1,31+ Days,95.84
2163,4355,CA-2017-153654,2017-11-24,2017-11-26,Second Class,MD-17860,Corporate,United States,Asheville,North Carolina,28806,South,OFF-BI-10004465,Office Supplies,Binders,Avery Durable Slant Ring Binders,19.008,8,0.7,-12.672,2017,2,MD,63.359999999999985,152.064,-101.376,44.35199999999999,354.8159999999999,Urgent,2791,7837.6,30,1.5,1-5 Days,19.007999999999996
2165,4358,CA-2017-162565,2017-11-12,2017-11-12,Same Day,RR-19315,Consumer,United States,Aurora,Illinois,60505,Central,OFF-PA-10001937,Office Supplies,Paper,Xerox 21,10.368,2,0.2,3.6288,2017,0,RR,12.959999999999999,20.736,7.2576,2.592,5.184,Immediate,2803,35.496,4,0.2,,10.367999999999999
2166,4361,CA-2016-127642,2016-05-21,2016-05-23,First Class,CP-12340,Corporate,United States,Warwick,Rhode Island,02886,East,OFF-PA-10000565,Office Supplies,Paper,Easy-staple paper,111.96,2,0.0,54.8604,2016,2,CP,111.96,223.92,109.7208,0.0,0.0,Urgent,2915,12383.072000000002,30,1.7,1-5 Days,111.96
2167,4362,US-2017-163195,2017-02-17,2017-02-21,Second Class,LL-16840,Consumer,United States,Lafayette,Louisiana,70506,South,TEC-PH-10003875,Technology,Phones,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,29.16,3,0.0,8.4564,2017,4,LL,29.16,87.48,25.3692,0.0,0.0,Standard,3004,1375.7099999999998,15,0.0,1-5 Days,29.16
2168,4363,CA-2017-111332,2017-05-20,2017-05-22,Second Class,NC-18340,Consumer,United States,Fargo,North Dakota,58103,Central,OFF-AR-10001953,Office Supplies,Art,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,131.94,3,0.0,35.6238,2017,2,NC,131.94,395.82,106.87140000000001,0.0,0.0,Urgent,2979,2087.116,13,0.5,1-5 Days,131.94
2169,4368,CA-2017-117044,2017-11-09,2017-11-09,Second Class,HA-14920,Consumer,United States,Chicago,Illinois,60623,Central,OFF-FA-10000936,Office Supplies,Fasteners,Acco Hot Clips Clips to Go,10.528,4,0.2,3.29,2017,0,HA,13.16,42.112,13.16,2.632,10.528,Immediate,2806,7546.003999999999,37,0.8,,10.528
2170,4370,US-2016-165078,2016-05-11,2016-10-11,Standard Class,MA-17995,Home Office,United States,Lawrence,Indiana,46226,Central,OFF-BI-10001989,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,104.9,5,0.0,50.352,2016,153,MA,104.9,524.5,251.76,0.0,0.0,Standard,2941,7886.222000000001,23,0.30000000000000004,31+ Days,104.9
2171,4373,US-2017-169320,2017-07-23,2017-07-25,Second Class,LH-16900,Consumer,United States,Elkhart,Indiana,46514,Central,OFF-AR-10003602,Office Supplies,Art,"Quartet Omega Colored Chalk, 12/Pack",11.68,2,0.0,5.4896,2017,2,LH,11.68,23.36,10.9792,0.0,0.0,Urgent,2864,10273.894,43,1.5,1-5 Days,11.68
2172,4375,CA-2016-158575,2016-11-18,2016-11-24,Standard Class,SB-20290,Corporate,United States,Kent,Ohio,44240,East,OFF-AP-10002998,Office Supplies,Appliances,Holmes 99% HEPA Air Purifier,103.968,6,0.2,16.8948,2016,6,SB,129.96,623.808,101.3688,25.992000000000004,155.95200000000003,Standard,2802,16624.434,31,1.0,6-30 Days,103.968
2173,4376,CA-2014-166954,2014-04-25,2014-04-30,Standard Class,BT-11305,Home Office,United States,San Gabriel,California,91776,West,FUR-FU-10003708,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",303.25,5,0.0,63.6825,2014,5,BT,303.25,1516.25,318.41249999999997,0.0,0.0,Standard,3091,2386.332,19,0.2,1-5 Days,303.25
2174,4379,CA-2015-140830,2015-11-30,2015-11-30,Second Class,PS-18970,Home Office,United States,Henderson,Kentucky,42420,South,OFF-EN-10000461,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",17.48,2,0.0,8.2156,2015,0,PS,17.48,34.96,16.4312,0.0,0.0,Immediate,2824,3047.4269999999997,32,0.7,,17.48
2175,4381,CA-2015-152891,2015-10-25,2015-10-30,Standard Class,TB-21625,Consumer,United States,San Francisco,California,94110,West,OFF-AR-10004648,Office Supplies,Art,Boston 19500 Mighty Mite Electric Pencil Sharpener,60.45,3,0.0,16.3215,2015,5,TB,60.45,181.35000000000002,48.9645,0.0,0.0,Standard,2785,11907.216,36,1.1,1-5 Days,60.45
2176,4383,US-2015-122784,2015-07-20,2015-07-27,Standard Class,RA-19915,Consumer,United States,Highland Park,Illinois,60035,Central,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,2.88,5,0.8,-4.464,2015,7,RA,14.400000000000002,14.399999999999999,-22.32,11.520000000000003,57.600000000000016,Standard,2767,1970.992,33,2.4000000000000004,6-30 Days,2.879999999999999
2177,4387,CA-2016-156811,2016-10-27,2016-10-27,Standard Class,BP-11095,Corporate,United States,San Francisco,California,94122,West,OFF-AP-10001366,Office Supplies,Appliances,Staple holder,43.92,4,0.0,11.8584,2016,0,BP,43.92,175.68,47.4336,0.0,0.0,Immediate,2772,2615.216,36,2.5,,43.92
2178,4389,CA-2017-111556,2017-11-20,2017-11-22,First Class,CD-11920,Consumer,United States,New York City,New York,10035,East,OFF-PA-10003651,Office Supplies,Paper,Xerox 1968,46.76,7,0.0,22.4448,2017,2,CD,46.76,327.32,157.11360000000002,0.0,0.0,Urgent,2795,2320.7000000000003,25,0.2,1-5 Days,46.76
2179,4393,CA-2016-108868,2016-08-09,2016-12-09,Standard Class,KB-16585,Corporate,United States,Dallas,Texas,75081,Central,OFF-AR-10001953,Office Supplies,Art,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,70.368,2,0.2,6.1572,2016,122,KB,87.96,140.736,12.3144,17.592,35.184,Standard,2782,16087.744,62,1.5,31+ Days,70.368
2180,4395,CA-2014-142965,2014-07-20,2014-07-20,Same Day,SW-20245,Consumer,United States,Springfield,Ohio,45503,East,OFF-ST-10002583,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,25.984,1,0.2,-5.1968,2014,0,SW,32.48,25.984,-5.1968,6.4959999999999996,6.4959999999999996,Immediate,2836,2612.242,19,1.0,,25.983999999999998
2181,4397,CA-2016-148740,2016-11-15,2016-11-19,Standard Class,AH-10690,Corporate,United States,San Diego,California,92024,West,TEC-PH-10002549,Technology,Phones,Polycom SoundPoint IP 450 VoIP phone,361.376,2,0.2,27.1032,2016,4,AH,451.71999999999997,722.752,54.2064,90.344,180.688,Standard,3165,38780.172,64,1.2000000000000002,1-5 Days,361.376
2182,4398,US-2014-138758,2014-07-07,2014-07-11,Standard Class,JL-15835,Consumer,United States,Philadelphia,Pennsylvania,19120,East,FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",172.186,2,0.3,-46.7362,2014,4,JL,245.98000000000002,344.372,-93.4724,73.794,147.588,Standard,2791,6129.718000000001,45,1.1,1-5 Days,172.18600000000004
2184,4403,CA-2016-114538,2016-12-26,2016-12-27,First Class,RC-19825,Consumer,United States,Colorado Springs,Colorado,80906,West,OFF-AR-10002445,Office Supplies,Art,SANFORD Major Accent Highlighters,11.328,2,0.2,2.5488,2016,1,RC,14.159999999999998,22.656,5.0976,2.832,5.664,Urgent,3124,1926.009,19,0.7,1-5 Days,11.328
2185,4404,CA-2014-127936,2014-02-09,2014-09-04,First Class,CL-12565,Consumer,United States,New York City,New York,10009,East,OFF-AR-10002445,Office Supplies,Art,SANFORD Major Accent Highlighters,21.24,3,0.0,8.0712,2014,207,CL,21.24,63.72,24.2136,0.0,0.0,Standard,3039,20086.329999999998,45,1.0,31+ Days,21.24
2186,4405,CA-2015-164336,2015-05-07,2015-10-07,Standard Class,MW-18220,Consumer,United States,Philadelphia,Pennsylvania,19140,East,TEC-AC-10002345,Technology,Accessories,HP Standard 104 key PS/2 Keyboard,34.8,3,0.2,2.175,2015,153,MW,43.49999999999999,104.39999999999999,6.5249999999999995,8.7,26.099999999999998,Standard,2772,11534.958,25,0.6000000000000001,31+ Days,34.8
2187,4407,CA-2016-100041,2016-11-20,2016-11-25,Standard Class,BF-10975,Corporate,United States,Columbus,Indiana,47201,Central,OFF-PA-10001622,Office Supplies,Paper,"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",9.08,2,0.0,4.086,2016,5,BF,9.08,18.16,8.172,0.0,0.0,Standard,2846,330.076,22,0.6000000000000001,1-5 Days,9.08
2188,4410,US-2014-154879,2014-06-05,2014-06-05,Standard Class,SN-20710,Home Office,United States,Los Angeles,California,90004,West,OFF-LA-10004425,Office Supplies,Labels,Staple-on labels,5.78,2,0.0,2.7166,2014,0,SN,5.78,11.56,5.4332,0.0,0.0,Immediate,2775,10448.614,44,0.7,,5.78
2189,4412,CA-2014-130624,2014-06-21,2014-06-24,First Class,TB-21280,Consumer,United States,New York City,New York,10024,East,OFF-PA-10003883,Office Supplies,Paper,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",19.65,3,0.0,9.039,2014,3,TB,19.65,58.949999999999996,27.116999999999997,0.0,0.0,Urgent,3338,7068.414,22,1.1,1-5 Days,19.65
2191,4416,CA-2014-153983,2014-11-29,2014-12-06,Standard Class,AH-10210,Consumer,United States,San Francisco,California,94122,West,TEC-PH-10004586,Technology,Phones,Wilson SignalBoost 841262 DB PRO Amplifier Kit,575.92,2,0.2,71.99,2014,7,AH,719.8999999999999,1151.84,143.98,143.98,287.96,Standard,2761,16831.252,38,1.0,6-30 Days,575.9199999999998
2193,4419,CA-2014-160157,2014-12-20,2014-12-27,Standard Class,MH-17455,Consumer,United States,Hamilton,Ohio,45011,East,FUR-FU-10003773,Furniture,Furnishings,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,190.848,3,0.2,-21.4704,2014,7,MH,238.56,572.5440000000001,-64.41120000000001,47.712,143.13600000000002,Standard,2925,9965.822,29,1.2000000000000002,6-30 Days,190.848
2194,4420,CA-2014-139633,2014-12-17,2014-12-24,Standard Class,EC-14050,Consumer,United States,Columbus,Ohio,43229,East,OFF-BI-10002954,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,5.484,4,0.7,-4.0216,2014,7,EC,18.279999999999998,21.936,-16.0864,12.795999999999998,51.18399999999999,Standard,2907,1882.326,26,0.7,6-30 Days,5.484
2195,4421,CA-2015-163090,2015-11-17,2015-11-21,Second Class,GH-14665,Consumer,United States,Chicago,Illinois,60610,Central,OFF-SU-10002537,Office Supplies,Supplies,Acme Box Cutter Scissors,40.92,5,0.2,3.069,2015,4,GH,51.15,204.60000000000002,15.344999999999999,10.23,51.150000000000006,Standard,2757,258.93600000000004,7,0.4,1-5 Days,40.92
2196,4422,CA-2014-117016,2014-04-03,2014-04-03,Standard Class,SC-20095,Consumer,United States,Margate,Florida,33063,South,OFF-AR-10001374,Office Supplies,Art,"BIC Brite Liner Highlighters, Chisel Tip",15.552,3,0.2,2.3328,2014,0,SC,19.439999999999998,46.656,6.9984,3.888,11.664,Immediate,3104,9204.16,34,0.8,,15.551999999999998
2197,4423,CA-2017-159464,2017-05-18,2017-05-19,First Class,TB-21355,Corporate,United States,Sandy Springs,Georgia,30328,South,OFF-AP-10001492,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",17.24,2,0.0,4.4824,2017,1,TB,17.24,34.48,8.9648,0.0,0.0,Urgent,2960,501.91800000000006,11,0.4,1-5 Days,17.24
2198,4428,US-2017-103226,2017-09-22,2017-09-28,Standard Class,DW-13195,Corporate,United States,Albuquerque,New Mexico,87105,West,OFF-PA-10002666,Office Supplies,Paper,Southworth 25% Cotton Linen-Finish Paper & Envelopes,27.18,3,0.0,12.231,2017,6,DW,27.18,81.53999999999999,36.693,0.0,0.0,Standard,2824,4857.055,27,1.2,6-30 Days,27.18
2200,4430,CA-2017-147725,2017-09-14,2017-09-14,Same Day,LT-17110,Consumer,United States,Orange,New Jersey,07050,East,OFF-AR-10001725,Office Supplies,Art,Boston Home & Office Model 2000 Electric Pencil Sharpeners,70.95,3,0.0,18.447,2017,0,LT,70.95,212.85000000000002,55.340999999999994,0.0,0.0,Immediate,2789,3799.746,36,1.8,,70.95
2201,4431,CA-2016-168893,2016-03-11,2016-08-11,Second Class,AP-10915,Consumer,United States,Henderson,Kentucky,42420,South,OFF-FA-10002280,Office Supplies,Fasteners,Advantus Plastic Paper Clips,20.0,4,0.0,9.6,2016,153,AP,20.0,80.0,38.4,0.0,0.0,Standard,2853,2116.67,31,1.3,31+ Days,20.0
2202,4436,CA-2016-163398,2016-03-05,2016-08-05,Standard Class,CB-12415,Consumer,United States,Chicago,Illinois,60653,Central,OFF-BI-10000014,Office Supplies,Binders,Heavy-Duty E-Z-D Binders,2.182,1,0.8,-3.6003,2016,153,CB,10.910000000000002,2.182,-3.6003,8.728000000000002,8.728000000000002,Standard,2799,7065.910000000001,27,2.8,31+ Days,2.1820000000000004
2203,4439,CA-2016-162726,2016-12-27,2017-02-01,Standard Class,MT-17815,Consumer,United States,Port Arthur,Texas,77642,Central,OFF-PA-10001972,Office Supplies,Paper,Xerox 214,10.368,2,0.2,3.6288,2016,36,MT,12.959999999999999,20.736,7.2576,2.592,5.184,Standard,2804,696.6659999999999,11,0.4,31+ Days,10.367999999999999
2204,4441,US-2016-111290,2016-07-22,2016-07-26,Standard Class,DK-13375,Consumer,United States,Westland,Michigan,48185,Central,TEC-AC-10004975,Technology,Accessories,Plantronics Audio 995 Wireless Stereo Headset,109.95,1,0.0,36.2835,2016,4,DK,109.95,109.95,36.2835,0.0,0.0,Standard,2774,2785.192,18,1.4000000000000001,1-5 Days,109.95
2205,4445,US-2014-147704,2014-11-16,2014-11-21,Standard Class,SR-20740,Home Office,United States,Bloomington,Indiana,47401,Central,OFF-EN-10004483,Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",78.35,5,0.0,36.8245,2014,5,SR,78.35,391.75,184.1225,0.0,0.0,Standard,2951,21528.260000000002,32,0.4,1-5 Days,78.35
2206,4449,CA-2015-121965,2015-06-19,2015-06-23,Standard Class,LH-17155,Consumer,United States,Los Angeles,California,90032,West,FUR-FU-10000732,Furniture,Furnishings,Eldon 200 Class Desk Accessories,12.56,2,0.0,4.0192,2015,4,LH,12.56,25.12,8.0384,0.0,0.0,Standard,3182,2275.552,20,1.0,1-5 Days,12.56
2207,4452,CA-2016-147137,2016-04-07,2016-06-07,First Class,AA-10645,Consumer,United States,San Francisco,California,94109,West,FUR-FU-10000221,Furniture,Furnishings,"Master Caster Door Stop, Brown",25.4,5,0.0,8.636,2016,61,AA,25.4,127.0,43.17999999999999,0.0,0.0,Standard,2988,3499.654,19,0.3,31+ Days,25.4
2208,4456,US-2015-146745,2015-03-09,2015-08-09,Standard Class,AS-10630,Home Office,United States,San Francisco,California,94110,West,FUR-CH-10002372,Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair,129.568,2,0.2,-12.9568,2015,153,AS,161.96,259.136,-25.9136,32.392,64.784,Standard,2847,2216.944,19,1.0,31+ Days,129.568
2211,4460,US-2017-125717,2017-09-28,2017-09-28,First Class,DS-13030,Home Office,United States,Aurora,Colorado,80013,West,FUR-FU-10001979,Furniture,Furnishings,Dana Halogen Swing-Arm Architect Lamp,32.776,1,0.2,3.2776,2017,0,DS,40.97,32.776,3.2776,8.194,8.194,Immediate,2848,888.6399999999999,11,0.4,,32.775999999999996
2212,4466,CA-2015-163895,2015-07-08,2015-11-08,Standard Class,NS-18640,Corporate,United States,Boise,Idaho,83704,West,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",3.304,1,0.2,1.1151,2015,123,NS,4.13,3.304,1.1151,0.8260000000000001,0.8260000000000001,Standard,2869,5740.436,60,2.2,31+ Days,3.304
2213,4467,CA-2017-168641,2017-11-24,2017-11-24,Standard Class,KA-16525,Consumer,United States,New York City,New York,10035,East,OFF-AR-10003759,Office Supplies,Art,"Crayola Anti Dust Chalk, 12/Pack",16.38,9,0.0,7.371,2017,0,KA,16.38,147.42,66.339,0.0,0.0,Immediate,2791,6462.118,49,0.4,,16.38
2214,4471,CA-2017-156895,2017-08-05,2017-12-05,Standard Class,DJ-13510,Corporate,United States,Philadelphia,Pennsylvania,19140,East,FUR-CH-10003535,Furniture,Chairs,"Global Armless Task Chair, Royal Blue",128.058,3,0.3,-23.7822,2017,122,DJ,182.94,384.174,-71.3466,54.882,164.646,Standard,2774,8246.662,30,0.9,31+ Days,128.058
2215,4472,CA-2017-121300,2017-09-29,2017-09-29,Same Day,MG-17680,Home Office,United States,Mentor,Ohio,44060,East,FUR-CH-10003774,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",63.686,1,0.3,-15.4666,2017,0,MG,90.98,63.686,-15.4666,27.294,27.294,Immediate,2847,3530.538,9,0.85,,63.68600000000001
2216,4478,CA-2017-130211,2017-10-22,2017-10-22,Same Day,BD-11620,Consumer,United States,Lawton,Oklahoma,73505,Central,OFF-ST-10000129,Office Supplies,Storage,Fellowes Recycled Storage Drawers,333.09,3,0.0,23.3163,2017,0,BD,333.09,999.27,69.9489,0.0,0.0,Immediate,2754,5362.046,23,1.2000000000000002,,333.09
2217,4480,CA-2014-147235,2014-03-24,2014-03-28,Standard Class,CD-11920,Consumer,United States,New York City,New York,10024,East,OFF-PA-10004948,Office Supplies,Paper,Xerox 190,24.9,5,0.0,11.703,2014,4,CD,24.9,124.5,58.515,0.0,0.0,Standard,2795,2320.7000000000003,25,0.2,1-5 Days,24.9
2218,4481,CA-2016-109365,2016-03-11,2016-08-11,Standard Class,XP-21865,Consumer,United States,Los Angeles,California,90049,West,OFF-FA-10001561,Office Supplies,Fasteners,Stockwell Push Pins,15.26,7,0.0,5.0358,2016,153,XP,15.26,106.82,35.2506,0.0,0.0,Standard,2798,4030.2200000000003,39,0.6000000000000001,31+ Days,15.26
2219,4488,CA-2015-162621,2015-05-09,2015-11-09,Standard Class,CA-12055,Home Office,United States,Houston,Texas,77036,Central,OFF-BI-10000962,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",16.27,5,0.8,-25.2185,2015,184,CA,81.35000000000002,81.35,-126.0925,65.08000000000003,325.40000000000015,Standard,3156,3079.918,21,1.6,31+ Days,16.269999999999996
2220,4491,CA-2017-105921,2017-08-14,2017-08-21,Standard Class,JM-15250,Consumer,United States,Los Angeles,California,90032,West,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,418.296,3,0.2,5.2287,2017,7,JM,522.87,1254.888,15.6861,104.57400000000001,313.72200000000004,Standard,2792,12560.779999999999,30,0.8,6-30 Days,418.296
2224,4499,CA-2014-103401,2014-11-21,2014-11-26,Standard Class,GR-14560,Corporate,United States,San Francisco,California,94110,West,OFF-PA-10003309,Office Supplies,Paper,Xerox 211,12.96,2,0.0,6.2208,2014,5,GR,12.96,25.92,12.4416,0.0,0.0,Standard,3890,160.92000000000002,8,0.0,1-5 Days,12.96
2225,4500,CA-2016-124814,2016-10-04,2016-10-04,Standard Class,FM-14215,Corporate,United States,Bakersfield,California,93309,West,OFF-PA-10002787,Office Supplies,Paper,Xerox 227,12.96,2,0.0,6.2208,2016,0,FM,12.96,25.92,12.4416,0.0,0.0,Immediate,2762,7499.192,34,1.0,,12.96
2226,4502,CA-2014-116757,2014-06-30,2014-07-04,Standard Class,MS-17980,Corporate,United States,Houston,Texas,77095,Central,OFF-PA-10002005,Office Supplies,Paper,Xerox 225,25.92,5,0.2,9.072,2014,4,MS,32.4,129.60000000000002,45.36,6.48,32.400000000000006,Standard,3017,3425.968,29,0.9,1-5 Days,25.919999999999998
2227,4504,US-2014-138247,2014-12-24,2014-12-29,Standard Class,BF-11170,Home Office,United States,Los Angeles,California,90045,West,TEC-PH-10000213,Technology,Phones,Seidio BD2-HK3IPH5-BK DILEX Case and Holster Combo for Apple iPhone 5/5s - Black,173.656,7,0.2,17.3656,2014,5,BF,217.07,1215.592,121.5592,43.414,303.898,Standard,2771,7870.202,39,1.6,1-5 Days,173.656
2228,4510,CA-2017-167003,2017-05-23,2017-05-29,Standard Class,VS-21820,Consumer,United States,Los Angeles,California,90036,West,FUR-TA-10001520,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",171.288,3,0.2,-6.4233,2017,6,VS,214.11,513.864,-19.2699,42.822,128.466,Standard,2976,5178.400999999999,20,1.7999999999999998,6-30 Days,171.288
